iteration,chain,data_new_deaths[1],data_new_deaths[2],data_new_deaths[3],data_new_deaths[4],data_new_deaths[5],data_new_deaths[6],data_new_deaths[7],data_new_deaths[8],data_new_deaths[9],data_new_deaths[10],data_new_deaths[11],data_new_deaths[12],data_new_deaths[13],data_new_deaths[14],data_new_deaths[15],data_new_deaths[16],data_new_deaths[17],data_new_deaths[18],data_new_deaths[19],data_new_deaths[20],data_new_deaths[21],data_new_deaths[22],data_new_deaths[23],data_new_deaths[24],data_new_deaths[25],data_new_deaths[26],data_new_deaths[27],data_new_deaths[28],data_new_deaths[29],data_new_deaths[30],data_new_deaths[31],data_new_deaths[32],data_new_deaths[33],data_new_deaths[34],data_new_deaths[35],data_new_deaths[36],data_new_deaths[37],data_new_deaths[38],data_new_deaths[39],data_new_deaths[40],data_new_deaths[41],data_new_deaths[42],data_new_cases[1],data_new_cases[2],data_new_cases[3],data_new_cases[4],data_new_cases[5],data_new_cases[6],data_new_cases[7],data_new_cases[8],data_new_cases[9],data_new_cases[10],data_new_cases[11],data_new_cases[12],data_new_cases[13],data_new_cases[14],data_new_cases[15],data_new_cases[16],data_new_cases[17],data_new_cases[18],data_new_cases[19],data_new_cases[20],data_new_cases[21],data_new_cases[22],data_new_cases[23],data_new_cases[24],data_new_cases[25],data_new_cases[26],data_new_cases[27],data_new_cases[28],data_new_cases[29],data_new_cases[30],data_new_cases[31],data_new_cases[32],data_new_cases[33],data_new_cases[34],data_new_cases[35],data_new_cases[36],data_new_cases[37],data_new_cases[38],data_new_cases[39],data_new_cases[40],data_new_cases[41],data_new_cases[42],data_seroprev_cases[1]
160,1,15.0,11.0,22.0,21.0,17.0,28.0,23.0,35.0,42.0,40.0,51.0,58.0,66.0,83.0,73.0,81.0,101.0,118.0,94.0,97.0,71.0,51.0,59.0,38.0,46.0,31.0,22.0,20.0,31.0,20.0,30.0,28.0,35.0,41.0,63.0,110.0,140.0,256.0,347.0,379.0,406.0,542.0,423.0,433.0,517.0,535.0,797.0,1170.0,1290.0,1346.0,1381.0,1901.0,2155.0,3486.0,6007.0,7046.0,6660.0,4935.0,3976.0,3334.0,3309.0,2644.0,1911.0,1621.0,1239.0,1298.0,1556.0,1609.0,1604.0,1939.0,2148.0,1895.0,1873.0,2402.0,4737.0,8238.0,8959.0,18401.0,24944.0,28493.0,24218.0,28323.0,27819.0,20189.0,337.0
161,1,14.0,15.0,14.0,15.0,17.0,28.0,25.0,35.0,55.0,46.0,41.0,63.0,84.0,83.0,85.0,73.0,88.0,60.0,95.0,60.0,70.0,40.0,49.0,44.0,38.0,36.0,44.0,24.0,21.0,19.0,19.0,32.0,26.0,29.0,51.0,105.0,186.0,273.0,316.0,462.0,459.0,422.0,464.0,464.0,496.0,694.0,909.0,1021.0,1099.0,1296.0,1232.0,1645.0,1923.0,4044.0,6911.0,6764.0,5821.0,5354.0,3299.0,3661.0,2945.0,1508.0,1812.0,1917.0,1598.0,1249.0,1636.0,1847.0,1193.0,1189.0,1140.0,1808.0,1855.0,2372.0,4020.0,7747.0,8069.0,15748.0,21321.0,27304.0,25445.0,25403.0,30582.0,20509.0,344.0
162,1,12.0,11.0,12.0,24.0,18.0,27.0,36.0,43.0,49.0,39.0,53.0,44.0,68.0,70.0,92.0,98.0,97.0,83.0,104.0,78.0,65.0,73.0,76.0,38.0,34.0,44.0,37.0,35.0,22.0,15.0,31.0,24.0,28.0,38.0,47.0,90.0,152.0,305.0,389.0,415.0,392.0,486.0,431.0,405.0,566.0,709.0,1005.0,1175.0,986.0,1382.0,1407.0,1638.0,2406.0,3995.0,5371.0,6161.0,5690.0,5861.0,3772.0,3534.0,2672.0,2457.0,2405.0,1674.0,1420.0,821.0,978.0,1955.0,1365.0,1402.0,1662.0,1997.0,1295.0,2382.0,2953.0,7553.0,9595.0,16364.0,23029.0,29615.0,23571.0,26758.0,31012.0,24474.0,327.0
163,1,12.0,9.0,10.0,12.0,19.0,32.0,42.0,41.0,38.0,61.0,54.0,65.0,56.0,70.0,103.0,56.0,89.0,122.0,94.0,87.0,65.0,71.0,65.0,35.0,26.0,42.0,27.0,32.0,27.0,38.0,26.0,30.0,36.0,42.0,72.0,98.0,126.0,216.0,307.0,410.0,526.0,364.0,491.0,516.0,568.0,689.0,1056.0,1241.0,1211.0,1556.0,1465.0,1907.0,2225.0,4004.0,5436.0,5506.0,7268.0,5172.0,4475.0,4405.0,3171.0,2935.0,1847.0,1251.0,1514.0,1731.0,1317.0,1376.0,1682.0,1543.0,1833.0,1642.0,1454.0,2209.0,3653.0,7292.0,8406.0,14952.0,22752.0,27191.0,22101.0,25454.0,27334.0,22585.0,295.0
164,1,11.0,15.0,11.0,18.0,21.0,18.0,22.0,45.0,46.0,40.0,51.0,73.0,62.0,79.0,88.0,99.0,89.0,93.0,95.0,77.0,59.0,62.0,47.0,51.0,48.0,24.0,36.0,36.0,27.0,24.0,23.0,19.0,25.0,34.0,74.0,102.0,115.0,267.0,296.0,478.0,462.0,444.0,451.0,444.0,464.0,695.0,999.0,1167.0,1089.0,1582.0,1627.0,1444.0,2477.0,3805.0,6270.0,6790.0,7248.0,6183.0,4500.0,4027.0,3158.0,3202.0,1844.0,1605.0,1145.0,1721.0,1161.0,1721.0,1221.0,1231.0,1631.0,1850.0,2015.0,2342.0,4613.0,7185.0,6703.0,15583.0,19921.0,30143.0,21971.0,25680.0,28117.0,23958.0,325.0
165,1,14.0,16.0,11.0,24.0,13.0,33.0,34.0,46.0,41.0,47.0,45.0,42.0,72.0,52.0,73.0,87.0,108.0,89.0,109.0,80.0,106.0,61.0,51.0,58.0,64.0,52.0,33.0,33.0,24.0,27.0,25.0,28.0,25.0,33.0,56.0,111.0,135.0,249.0,418.0,427.0,386.0,406.0,469.0,387.0,609.0,647.0,1041.0,1043.0,939.0,1552.0,1458.0,1858.0,2335.0,3931.0,5102.0,6362.0,6658.0,5697.0,3815.0,3606.0,2752.0,2546.0,1428.0,1881.0,1638.0,1063.0,1538.0,1508.0,1258.0,1985.0,1954.0,1300.0,1892.0,2417.0,3250.0,9580.0,9041.0,17406.0,19776.0,28879.0,24867.0,27254.0,31480.0,26345.0,344.0
166,1,12.0,18.0,13.0,15.0,15.0,29.0,35.0,41.0,40.0,47.0,55.0,47.0,72.0,92.0,56.0,76.0,85.0,94.0,96.0,110.0,66.0,49.0,58.0,45.0,44.0,41.0,50.0,36.0,30.0,24.0,14.0,32.0,31.0,48.0,66.0,80.0,135.0,267.0,307.0,448.0,405.0,449.0,380.0,426.0,593.0,581.0,801.0,1104.0,1204.0,1581.0,1450.0,1333.0,2169.0,4110.0,6174.0,6673.0,7515.0,5150.0,3014.0,3478.0,2959.0,1819.0,1933.0,1241.0,1725.0,1215.0,1754.0,1144.0,1750.0,2151.0,1527.0,2331.0,1648.0,3563.0,4052.0,7909.0,8433.0,14066.0,22692.0,26098.0,22832.0,27014.0,28047.0,24386.0,315.0
167,1,13.0,18.0,17.0,14.0,29.0,29.0,34.0,59.0,41.0,49.0,53.0,75.0,49.0,65.0,86.0,81.0,75.0,78.0,110.0,81.0,58.0,74.0,57.0,41.0,44.0,52.0,38.0,24.0,26.0,19.0,28.0,17.0,36.0,46.0,68.0,90.0,180.0,267.0,361.0,449.0,390.0,420.0,532.0,451.0,590.0,604.0,1395.0,1078.0,1136.0,1291.0,1256.0,1951.0,2504.0,3710.0,6529.0,6354.0,6838.0,5631.0,4090.0,3420.0,2423.0,2261.0,2228.0,1741.0,1524.0,1459.0,1024.0,1330.0,1713.0,1537.0,1443.0,1762.0,2169.0,3038.0,4126.0,7168.0,8116.0,16754.0,23417.0,30628.0,22802.0,29244.0,32713.0,26081.0,341.0
168,1,21.0,5.0,15.0,19.0,22.0,21.0,27.0,32.0,50.0,42.0,66.0,51.0,64.0,72.0,79.0,110.0,94.0,107.0,105.0,71.0,77.0,63.0,59.0,30.0,51.0,42.0,37.0,28.0,30.0,31.0,28.0,23.0,46.0,35.0,67.0,102.0,168.0,205.0,332.0,428.0,572.0,342.0,489.0,430.0,536.0,580.0,794.0,1093.0,1001.0,1407.0,1516.0,1760.0,2214.0,4318.0,6589.0,5791.0,7147.0,5778.0,3608.0,3916.0,3734.0,1605.0,1910.0,1865.0,1948.0,1245.0,1323.0,1327.0,1627.0,1597.0,1894.0,1610.0,1671.0,3193.0,4460.0,6206.0,7320.0,15881.0,22693.0,30360.0,22087.0,25161.0,26850.0,20984.0,341.0
169,1,11.0,8.0,18.0,18.0,21.0,31.0,24.0,35.0,37.0,33.0,62.0,59.0,63.0,82.0,76.0,85.0,79.0,87.0,88.0,87.0,68.0,74.0,52.0,32.0,38.0,39.0,36.0,22.0,23.0,20.0,12.0,26.0,30.0,51.0,70.0,84.0,170.0,233.0,335.0,441.0,424.0,555.0,364.0,434.0,504.0,705.0,798.0,1112.0,961.0,1285.0,1622.0,1916.0,2160.0,3830.0,6404.0,6645.0,6625.0,5370.0,4053.0,2715.0,3455.0,1943.0,1670.0,1666.0,1785.0,1397.0,1764.0,2000.0,1171.0,1277.0,1528.0,2318.0,1723.0,3175.0,3881.0,7066.0,8442.0,14985.0,23187.0,26613.0,20906.0,26353.0,28505.0,22133.0,316.0
170,1,8.0,20.0,16.0,24.0,22.0,33.0,33.0,34.0,35.0,50.0,64.0,53.0,67.0,83.0,95.0,82.0,111.0,90.0,78.0,76.0,77.0,71.0,52.0,50.0,54.0,36.0,32.0,37.0,27.0,25.0,26.0,25.0,31.0,43.0,61.0,88.0,133.0,212.0,339.0,400.0,497.0,479.0,421.0,408.0,630.0,739.0,893.0,1008.0,1164.0,1464.0,1310.0,1938.0,2476.0,3633.0,7127.0,6823.0,5411.0,4238.0,4239.0,3541.0,2997.0,2349.0,2578.0,1207.0,1405.0,1575.0,1742.0,1470.0,1196.0,1892.0,1294.0,1638.0,2144.0,2636.0,4867.0,7848.0,8327.0,16024.0,23566.0,27598.0,22622.0,24702.0,29473.0,22728.0,303.0
171,1,10.0,9.0,12.0,19.0,22.0,27.0,28.0,41.0,51.0,36.0,42.0,59.0,57.0,69.0,69.0,103.0,97.0,80.0,92.0,65.0,68.0,63.0,54.0,39.0,50.0,45.0,38.0,28.0,24.0,22.0,25.0,23.0,29.0,48.0,71.0,86.0,164.0,251.0,361.0,372.0,460.0,427.0,448.0,428.0,519.0,612.0,834.0,974.0,1284.0,1552.0,1696.0,1757.0,1790.0,3870.0,6710.0,5894.0,6405.0,5337.0,3881.0,4198.0,2586.0,2713.0,1852.0,1361.0,1660.0,1760.0,1348.0,1612.0,1891.0,1227.0,1726.0,1643.0,2059.0,2698.0,5169.0,7118.0,8698.0,16279.0,23546.0,28779.0,19176.0,24324.0,27165.0,23423.0,348.0
172,1,10.0,12.0,12.0,16.0,26.0,27.0,35.0,34.0,36.0,63.0,47.0,47.0,78.0,65.0,68.0,85.0,83.0,96.0,104.0,83.0,61.0,63.0,63.0,54.0,39.0,57.0,38.0,38.0,23.0,25.0,18.0,23.0,35.0,45.0,75.0,68.0,139.0,228.0,366.0,440.0,487.0,441.0,403.0,458.0,577.0,640.0,1050.0,1398.0,1059.0,1181.0,1319.0,1515.0,2285.0,3370.0,6293.0,6539.0,7816.0,5725.0,3512.0,4116.0,3235.0,1984.0,1964.0,1243.0,1454.0,956.0,1099.0,1756.0,1229.0,1610.0,1399.0,1588.0,2627.0,3278.0,5984.0,8043.0,9771.0,16666.0,21341.0,27088.0,20717.0,25455.0,27155.0,20721.0,320.0
173,1,12.0,12.0,16.0,19.0,23.0,27.0,30.0,32.0,48.0,55.0,54.0,53.0,66.0,74.0,76.0,88.0,68.0,92.0,74.0,123.0,76.0,50.0,48.0,54.0,45.0,39.0,47.0,31.0,20.0,28.0,21.0,38.0,27.0,58.0,62.0,90.0,128.0,195.0,318.0,444.0,453.0,601.0,511.0,383.0,525.0,649.0,880.0,928.0,1197.0,1056.0,1504.0,2338.0,2174.0,3301.0,5685.0,6242.0,7003.0,6160.0,3853.0,3797.0,2934.0,1922.0,1856.0,1856.0,1297.0,1477.0,1846.0,1865.0,1932.0,1751.0,1069.0,2151.0,1734.0,2947.0,5476.0,7315.0,8451.0,14254.0,18425.0,29315.0,22764.0,27277.0,32883.0,22542.0,334.0
174,1,17.0,10.0,13.0,24.0,21.0,22.0,31.0,46.0,40.0,55.0,62.0,65.0,72.0,68.0,84.0,93.0,85.0,113.0,94.0,86.0,56.0,58.0,61.0,33.0,50.0,56.0,42.0,35.0,34.0,27.0,22.0,26.0,37.0,45.0,71.0,93.0,168.0,222.0,359.0,387.0,443.0,420.0,450.0,374.0,545.0,639.0,922.0,1064.0,1231.0,1312.0,1624.0,1329.0,2465.0,3968.0,5761.0,6763.0,6148.0,5166.0,3487.0,3745.0,2234.0,2158.0,1870.0,1432.0,1241.0,1599.0,1263.0,1484.0,1561.0,1400.0,1768.0,2479.0,1884.0,3104.0,4690.0,6465.0,8985.0,14841.0,21407.0,29401.0,25791.0,29127.0,27796.0,20701.0,358.0
175,1,11.0,16.0,13.0,28.0,27.0,34.0,37.0,47.0,53.0,48.0,54.0,37.0,69.0,89.0,77.0,82.0,79.0,87.0,63.0,80.0,65.0,60.0,52.0,53.0,50.0,41.0,45.0,34.0,27.0,14.0,24.0,24.0,26.0,54.0,61.0,90.0,136.0,238.0,352.0,398.0,417.0,400.0,438.0,372.0,515.0,822.0,831.0,1308.0,816.0,1360.0,1716.0,1167.0,2423.0,3644.0,6137.0,6221.0,7575.0,5804.0,4203.0,3751.0,3959.0,1869.0,1904.0,1525.0,1491.0,1791.0,1219.0,2178.0,878.0,2130.0,1761.0,1962.0,2520.0,2551.0,3441.0,7939.0,8487.0,16318.0,22969.0,27725.0,25924.0,27506.0,30253.0,24284.0,341.0
176,1,11.0,18.0,24.0,17.0,18.0,19.0,30.0,44.0,42.0,51.0,69.0,58.0,52.0,68.0,106.0,74.0,91.0,89.0,80.0,63.0,62.0,87.0,66.0,29.0,53.0,35.0,29.0,29.0,25.0,15.0,21.0,30.0,27.0,42.0,67.0,79.0,142.0,238.0,307.0,402.0,404.0,449.0,420.0,467.0,610.0,518.0,900.0,954.0,1094.0,1271.0,1399.0,1936.0,2430.0,4273.0,6204.0,6348.0,7042.0,5345.0,3779.0,2830.0,3272.0,1871.0,1968.0,1757.0,1333.0,1320.0,1368.0,1441.0,1559.0,1165.0,1367.0,1811.0,2085.0,2377.0,3604.0,7104.0,8636.0,15375.0,18694.0,27936.0,21419.0,30316.0,27660.0,20600.0,323.0
177,1,6.0,7.0,12.0,14.0,23.0,32.0,19.0,51.0,32.0,51.0,41.0,60.0,59.0,69.0,78.0,74.0,85.0,99.0,96.0,78.0,66.0,53.0,42.0,46.0,37.0,43.0,32.0,29.0,39.0,26.0,22.0,22.0,26.0,64.0,68.0,134.0,146.0,230.0,429.0,328.0,542.0,494.0,428.0,440.0,472.0,777.0,1135.0,1278.0,1006.0,1141.0,1304.0,1793.0,2166.0,4322.0,5523.0,5634.0,6142.0,5999.0,3855.0,3556.0,2510.0,2616.0,2210.0,1330.0,1175.0,1270.0,1830.0,1403.0,1991.0,1891.0,1830.0,1954.0,2054.0,2287.0,3276.0,8817.0,8207.0,15693.0,21504.0,26289.0,20663.0,25797.0,31220.0,20439.0,328.0
178,1,15.0,7.0,13.0,12.0,28.0,31.0,39.0,40.0,40.0,53.0,49.0,60.0,82.0,84.0,77.0,107.0,94.0,108.0,115.0,86.0,76.0,69.0,61.0,57.0,48.0,31.0,39.0,26.0,20.0,22.0,22.0,18.0,49.0,53.0,34.0,59.0,163.0,215.0,332.0,492.0,444.0,515.0,471.0,417.0,589.0,537.0,786.0,1201.0,1100.0,1540.0,1226.0,1827.0,2142.0,3698.0,6297.0,6280.0,7430.0,5148.0,3623.0,3817.0,3022.0,2329.0,1551.0,1410.0,1809.0,1427.0,1234.0,1774.0,1543.0,1599.0,2010.0,2203.0,2007.0,2962.0,4221.0,7685.0,8227.0,18505.0,20535.0,27385.0,23158.0,23738.0,27589.0,23382.0,313.0
179,1,14.0,19.0,14.0,20.0,20.0,30.0,29.0,50.0,43.0,54.0,44.0,42.0,79.0,85.0,101.0,69.0,96.0,100.0,97.0,82.0,56.0,61.0,35.0,52.0,46.0,48.0,32.0,25.0,27.0,25.0,24.0,44.0,32.0,49.0,72.0,107.0,157.0,221.0,355.0,413.0,403.0,366.0,396.0,394.0,490.0,699.0,796.0,1069.0,1082.0,1321.0,1545.0,1969.0,1606.0,3993.0,6047.0,6297.0,5991.0,5321.0,3407.0,3396.0,2440.0,2533.0,2439.0,1712.0,1409.0,1166.0,1526.0,1716.0,1380.0,1524.0,1586.0,1821.0,1924.0,2550.0,3545.0,6642.0,8214.0,14846.0,20030.0,29778.0,24853.0,24123.0,33285.0,24786.0,320.0
180,1,10.0,19.0,12.0,15.0,20.0,30.0,29.0,39.0,45.0,56.0,62.0,61.0,74.0,75.0,72.0,64.0,89.0,108.0,114.0,78.0,70.0,63.0,49.0,45.0,51.0,44.0,40.0,29.0,24.0,17.0,29.0,17.0,32.0,44.0,65.0,109.0,156.0,214.0,373.0,507.0,399.0,465.0,410.0,452.0,518.0,682.0,965.0,1013.0,889.0,1381.0,1493.0,1730.0,2062.0,3920.0,6593.0,5964.0,6158.0,5384.0,3946.0,3293.0,3161.0,2720.0,1774.0,1620.0,1108.0,1768.0,1423.0,1569.0,1694.0,958.0,1039.0,2328.0,1873.0,2648.0,4713.0,6789.0,9418.0,14601.0,19050.0,25208.0,24231.0,26222.0,26828.0,22942.0,342.0
181,1,10.0,18.0,14.0,15.0,24.0,24.0,32.0,38.0,58.0,55.0,67.0,60.0,71.0,93.0,101.0,96.0,94.0,91.0,104.0,83.0,77.0,69.0,69.0,46.0,49.0,42.0,31.0,38.0,35.0,20.0,26.0,19.0,26.0,40.0,70.0,86.0,175.0,169.0,373.0,427.0,583.0,431.0,511.0,496.0,479.0,712.0,692.0,1145.0,1135.0,1389.0,1576.0,2145.0,2053.0,3944.0,7130.0,7205.0,6694.0,6726.0,3129.0,3381.0,3318.0,2098.0,1547.0,2242.0,1575.0,1268.0,1602.0,1923.0,1862.0,1610.0,1345.0,1488.0,1954.0,2261.0,4011.0,7035.0,8880.0,16400.0,18120.0,28081.0,20778.0,27469.0,29424.0,22312.0,329.0
182,1,9.0,15.0,13.0,8.0,19.0,25.0,31.0,43.0,29.0,44.0,32.0,58.0,89.0,72.0,94.0,84.0,84.0,96.0,124.0,78.0,62.0,54.0,40.0,51.0,30.0,37.0,43.0,17.0,26.0,20.0,26.0,37.0,31.0,56.0,75.0,83.0,157.0,216.0,270.0,405.0,513.0,457.0,490.0,450.0,565.0,644.0,1068.0,1054.0,911.0,1336.0,1681.0,1657.0,1866.0,3909.0,5922.0,6288.0,6671.0,5320.0,3775.0,3793.0,3286.0,2310.0,1934.0,1448.0,1337.0,1083.0,1143.0,1451.0,1242.0,1533.0,1586.0,1917.0,1927.0,2248.0,3336.0,7755.0,9468.0,16196.0,22874.0,25803.0,20046.0,25592.0,29461.0,21538.0,344.0
183,1,16.0,14.0,14.0,19.0,19.0,23.0,49.0,41.0,36.0,56.0,39.0,41.0,73.0,74.0,99.0,84.0,82.0,99.0,92.0,76.0,59.0,50.0,51.0,43.0,46.0,48.0,33.0,27.0,31.0,25.0,27.0,23.0,31.0,45.0,80.0,91.0,106.0,260.0,375.0,454.0,469.0,497.0,424.0,422.0,558.0,728.0,1068.0,979.0,1261.0,1315.0,1327.0,1831.0,2306.0,3807.0,6129.0,5768.0,5845.0,5069.0,3861.0,3896.0,2998.0,2177.0,1430.0,1289.0,1659.0,1586.0,1254.0,1827.0,1331.0,1593.0,1590.0,2104.0,1774.0,2589.0,3880.0,6739.0,7409.0,13969.0,20116.0,29118.0,22081.0,26651.0,32126.0,24626.0,333.0
184,1,9.0,15.0,10.0,10.0,22.0,30.0,22.0,41.0,37.0,31.0,56.0,58.0,61.0,75.0,75.0,107.0,100.0,99.0,105.0,69.0,69.0,77.0,64.0,32.0,36.0,45.0,36.0,19.0,24.0,24.0,25.0,25.0,40.0,49.0,60.0,98.0,174.0,281.0,321.0,475.0,451.0,428.0,387.0,359.0,504.0,771.0,906.0,783.0,1152.0,1375.0,1377.0,1389.0,2133.0,4306.0,6852.0,6914.0,8356.0,6263.0,3052.0,3038.0,2842.0,2045.0,1886.0,1679.0,1283.0,1602.0,1324.0,1535.0,1700.0,2317.0,1343.0,1943.0,1645.0,2579.0,3972.0,7823.0,7788.0,16731.0,20962.0,27366.0,22866.0,27436.0,31345.0,20273.0,331.0
185,1,15.0,8.0,11.0,24.0,16.0,28.0,30.0,53.0,40.0,52.0,54.0,69.0,67.0,68.0,78.0,102.0,89.0,99.0,86.0,81.0,54.0,64.0,44.0,41.0,53.0,39.0,28.0,31.0,26.0,35.0,33.0,25.0,36.0,48.0,68.0,117.0,103.0,227.0,278.0,521.0,421.0,450.0,491.0,472.0,525.0,730.0,881.0,862.0,1090.0,1432.0,1552.0,1934.0,2373.0,3821.0,7478.0,6242.0,6156.0,5264.0,3899.0,4200.0,3088.0,2178.0,1978.0,1277.0,1824.0,1610.0,1032.0,1510.0,1012.0,2160.0,1108.0,1912.0,1854.0,2239.0,4798.0,7029.0,8781.0,16333.0,20888.0,27973.0,22874.0,24752.0,29685.0,22613.0,368.0
186,1,6.0,22.0,16.0,23.0,24.0,22.0,41.0,48.0,35.0,40.0,49.0,71.0,70.0,103.0,81.0,99.0,87.0,96.0,78.0,71.0,62.0,70.0,54.0,47.0,52.0,49.0,40.0,36.0,27.0,27.0,26.0,29.0,22.0,31.0,83.0,68.0,173.0,154.0,274.0,453.0,420.0,408.0,413.0,500.0,435.0,700.0,1034.0,855.0,1232.0,1411.0,1323.0,1636.0,2108.0,3843.0,6248.0,5516.0,5801.0,5537.0,4640.0,4071.0,2377.0,2297.0,1577.0,1693.0,1400.0,1698.0,1252.0,1330.0,1382.0,1830.0,1957.0,1844.0,1728.0,3379.0,4489.0,7227.0,9434.0,15581.0,21743.0,28608.0,21062.0,27198.0,29384.0,26945.0,306.0
187,1,18.0,11.0,10.0,16.0,21.0,36.0,22.0,34.0,33.0,45.0,35.0,63.0,58.0,103.0,92.0,91.0,101.0,106.0,87.0,98.0,67.0,71.0,54.0,38.0,48.0,32.0,40.0,32.0,21.0,30.0,17.0,17.0,27.0,36.0,60.0,97.0,155.0,290.0,346.0,366.0,439.0,453.0,516.0,430.0,555.0,765.0,1222.0,945.0,879.0,1261.0,1164.0,1834.0,2022.0,3727.0,5978.0,7223.0,6281.0,4769.0,4009.0,3193.0,3018.0,2914.0,2312.0,1763.0,1083.0,1607.0,1679.0,1892.0,1259.0,1172.0,1880.0,1284.0,1991.0,2820.0,4830.0,7826.0,9003.0,14793.0,20080.0,28936.0,23699.0,24729.0,29994.0,23068.0,328.0
188,1,14.0,16.0,12.0,21.0,15.0,21.0,21.0,33.0,40.0,46.0,48.0,52.0,86.0,79.0,75.0,98.0,92.0,95.0,84.0,63.0,53.0,70.0,43.0,50.0,60.0,28.0,27.0,29.0,22.0,25.0,23.0,25.0,46.0,48.0,63.0,86.0,160.0,238.0,355.0,465.0,392.0,473.0,504.0,382.0,563.0,763.0,1143.0,1254.0,989.0,1323.0,1520.0,1838.0,2272.0,3322.0,6798.0,6212.0,6107.0,5938.0,4090.0,3752.0,2779.0,2518.0,1717.0,1080.0,1233.0,1266.0,1216.0,1722.0,1805.0,1575.0,1252.0,1764.0,1831.0,2667.0,3656.0,8100.0,6896.0,17438.0,21745.0,28084.0,22956.0,27205.0,27554.0,24592.0,343.0
189,1,17.0,10.0,14.0,14.0,16.0,19.0,27.0,37.0,32.0,30.0,48.0,38.0,92.0,73.0,85.0,101.0,95.0,83.0,92.0,80.0,71.0,67.0,46.0,46.0,43.0,42.0,34.0,21.0,19.0,17.0,28.0,25.0,28.0,32.0,53.0,102.0,167.0,220.0,315.0,349.0,486.0,490.0,488.0,418.0,542.0,631.0,991.0,1060.0,1152.0,1466.0,1472.0,1413.0,2204.0,4114.0,6904.0,6301.0,7258.0,5326.0,4045.0,3879.0,2872.0,2298.0,2017.0,1638.0,1460.0,1425.0,1239.0,2395.0,1507.0,1764.0,1785.0,2011.0,2057.0,2773.0,3955.0,6614.0,8310.0,16013.0,22911.0,25823.0,22431.0,26510.0,28974.0,21573.0,364.0
190,1,14.0,12.0,17.0,14.0,28.0,19.0,42.0,44.0,38.0,42.0,63.0,57.0,58.0,86.0,72.0,94.0,97.0,100.0,68.0,77.0,62.0,60.0,60.0,37.0,41.0,39.0,33.0,21.0,30.0,25.0,20.0,24.0,35.0,43.0,59.0,76.0,167.0,221.0,378.0,456.0,478.0,471.0,429.0,400.0,509.0,728.0,1025.0,887.0,999.0,1244.0,1603.0,1418.0,2256.0,4136.0,6242.0,6165.0,7261.0,5592.0,3528.0,3874.0,3135.0,2270.0,2111.0,1799.0,1420.0,1451.0,1682.0,1434.0,1431.0,1795.0,1437.0,1686.0,1762.0,3038.0,4093.0,7148.0,9528.0,15719.0,19968.0,31350.0,23132.0,30616.0,32418.0,20506.0,315.0
191,1,12.0,12.0,15.0,21.0,23.0,33.0,40.0,31.0,38.0,38.0,61.0,55.0,69.0,103.0,84.0,62.0,91.0,107.0,92.0,93.0,74.0,67.0,37.0,32.0,44.0,41.0,42.0,26.0,26.0,22.0,30.0,30.0,29.0,31.0,55.0,74.0,139.0,209.0,342.0,466.0,463.0,399.0,414.0,458.0,459.0,810.0,849.0,995.0,1057.0,1510.0,1457.0,1788.0,2375.0,4032.0,5882.0,6664.0,5943.0,5210.0,3512.0,3664.0,3138.0,1739.0,1639.0,1684.0,1454.0,834.0,918.0,1751.0,1278.0,1565.0,1464.0,1313.0,2039.0,2997.0,4290.0,8569.0,8292.0,14368.0,19518.0,29594.0,22386.0,28407.0,26220.0,23355.0,301.0
192,1,5.0,9.0,14.0,25.0,25.0,35.0,31.0,33.0,54.0,43.0,49.0,62.0,65.0,102.0,86.0,88.0,102.0,96.0,95.0,79.0,88.0,58.0,50.0,53.0,48.0,45.0,37.0,30.0,27.0,25.0,26.0,29.0,35.0,56.0,58.0,90.0,135.0,277.0,313.0,361.0,394.0,505.0,450.0,436.0,564.0,752.0,851.0,990.0,955.0,1541.0,1577.0,1952.0,1984.0,3886.0,6326.0,6397.0,7351.0,5351.0,3923.0,4381.0,3091.0,1961.0,1915.0,1991.0,1361.0,1169.0,1968.0,1792.0,1161.0,1985.0,1862.0,1677.0,2506.0,2224.0,4201.0,6297.0,8646.0,17001.0,22534.0,30437.0,23193.0,27865.0,30388.0,27636.0,315.0
193,1,6.0,19.0,12.0,16.0,18.0,29.0,21.0,48.0,33.0,64.0,47.0,43.0,83.0,75.0,91.0,88.0,91.0,98.0,101.0,73.0,66.0,70.0,55.0,49.0,43.0,39.0,42.0,34.0,11.0,12.0,19.0,30.0,33.0,48.0,76.0,87.0,135.0,242.0,308.0,413.0,522.0,440.0,432.0,382.0,541.0,736.0,967.0,1167.0,1119.0,1289.0,1841.0,1694.0,2285.0,3748.0,6448.0,5912.0,5840.0,5769.0,4044.0,3996.0,3488.0,2988.0,1946.0,1027.0,1917.0,1425.0,1897.0,1465.0,1272.0,1376.0,991.0,1545.0,2098.0,2483.0,3684.0,7306.0,7688.0,16511.0,21235.0,26205.0,21327.0,24734.0,29706.0,19518.0,320.0
